Student_ID,Full_Name,Grade_Level,Grade_Num,Age,Attendance_Rate_%,HW_Completion_%,Avg_Exam_Score,Missed_Assignments,Comm_Count,Has_Communication,Is_At_Risk,Score_Band
S02994,Jessica Ross,Grade 4,4,16,15.0,55.56,79.67,1,0,False,False,Good
S02995,Spencer Cooper,Grade 4,4,10,27.59,100.0,69.5,0,1,True,False,Average
S02996,Steven Wilson,Grade 2,2,12,33.33,66.67,105.0,1,2,True,False,Excellent
S02997,mr. michael dennis,Grade 3,3,11,41.67,28.57,79.0,4,2,True,False,Good
S02998,jason nichols,Grade 2,2,16,31.25,50.0,,2,2,True,False,Unknown
S02999,Grant Foster,Grade 4,4,9,27.78,100.0,45.0,0,1,True,False,Failing
S03000,John Davis,Grade 4,4,12,25.93,33.33,66.75,2,5,True,False,Average
S03001,Kimberly Meyers,Grade 5,5,16,18.6,40.0,72.5,1,2,True,False,Average
S03002,Kathryn Williams,Grade 4,4,16,31.58,50.0,76.75,2,2,True,False,Good
S03003,Jamie Anderson,Grade 5,5,8,23.81,55.56,79.4,3,1,True,False,Good
S03004,Lori Johnson,Grade 5,5,17,21.74,33.33,53.0,2,1,True,False,Failing
S03005,Wendy Thompson,Grade 3,3,8,21.62,50.0,56.0,1,1,True,False,Failing
S03006,kenneth wilson,Grade 3,3,8,36.0,75.0,56.67,0,0,False,False,Failing
S03007,Edgar Burton Jr.,Grade 4,4,15,26.47,,66.25,0,3,True,False,Average
S03008,George Williamson,Grade 1,1,16,23.81,71.43,95.8,0,1,True,False,Excellent
S03009,Theresa Fischer,Grade 4,4,16,22.58,60.0,108.0,2,1,True,False,Excellent
S03010,Vanessa Moran,Grade 5,5,20,32.35,60.0,42.33,2,2,True,False,Failing
S03011,christopher stanley,Grade 3,3,12,41.94,83.33,69.83,1,0,False,False,Average
S03012,Jeffrey Irwin,Grade 1,1,17,18.75,66.67,80.5,2,2,True,False,Good
S03013,Leonard Bird,Grade 1,1,16,29.73,25.0,,2,5,True,False,Unknown
S03014,Seth Villa,Grade 4,4,16,24.24,0.0,84.0,2,1,True,False,Good
S03015,David Glover,Grade 4,4,7,22.22,87.5,88.0,1,1,True,False,Good
S03016,Dana Moore,Grade 2,2,9,22.22,50.0,,2,2,True,False,Unknown
S03017,Ronald Williams,Grade 5,5,14,34.38,20.0,71.0,4,2,True,False,Average
S03018,Victoria Alexander PhD,Grade 2,2,19,26.47,50.0,68.8,2,1,True,False,Average
S03019,David Weeks,Grade 1,1,11,21.21,25.0,56.5,3,2,True,False,Failing
S03020,Andrew Zamora,Grade 3,3,7,33.33,80.0,82.0,0,1,True,False,Good
S03021,kayla wilson,Grade 5,5,9,30.3,60.0,68.75,1,3,True,False,Average
S03022,Jamie Miller,Grade 1,1,19,26.67,16.67,70.33,2,1,True,False,Average
S03023,Brandon Russell,Grade 5,5,10,20.0,66.67,53.67,1,4,True,False,Failing
S03024,Danielle Ramirez,Grade 2,2,20,36.59,50.0,52.67,0,2,True,False,Failing
S03025,Donna Morris,Grade 1,1,17,13.51,66.67,75.0,2,2,True,False,Good
S03026,Jerome Wallace,Grade 1,1,13,12.5,0.0,102.33,4,1,True,False,Excellent
S03027,Anthony Thompson,Grade 5,5,7,27.78,100.0,80.67,0,2,True,False,Good
S03028,kathleen mcdonald,Grade 5,5,14,14.29,100.0,83.33,0,3,True,False,Good
S03029,robert mccoy,Grade 4,4,15,18.52,75.0,77.0,1,2,True,False,Good
S03030,Tracy Morris,Grade 3,3,15,27.03,33.33,70.0,1,1,True,False,Average
S03031,Elizabeth Miller,Grade 1,1,9,24.14,75.0,85.0,1,3,True,False,Good
S03032,Stephanie Lin,Grade 5,5,11,33.33,0.0,74.0,1,5,True,False,Average
S03033,Julia Klein,Grade 3,3,11,34.48,33.33,110.0,4,2,True,False,Excellent
S03034,Michael Avila,Grade 1,1,14,23.08,33.33,61.25,1,5,True,False,Average
S03035,michelle stone,Grade 2,2,8,25.0,50.0,94.0,1,3,True,False,Excellent
S03036,Kelly Johnson,Grade 1,1,13,17.86,37.5,60.25,1,2,True,False,Average
S03037,Calvin Morgan,Grade 4,4,17,30.0,33.33,76.5,2,3,True,False,Good
S03038,Scott Lucas,Grade 1,1,7,19.35,66.67,73.67,3,1,True,False,Average
S03039,Michael Jones,Grade 1,1,10,27.78,50.0,72.0,3,0,False,False,Average
S03040,Ronald Brown,Grade 2,2,11,12.0,0.0,53.0,2,3,True,False,Failing
S03041,Leslie Odonnell,Grade 3,3,16,19.23,42.86,106.0,4,3,True,False,Excellent
S03042,Mindy Thompson,Grade 4,4,11,20.0,40.0,80.25,2,2,True,False,Good
S03043,Scott Brewer,Grade 5,5,17,24.0,20.0,82.4,1,0,False,False,Good
S03044,Jackie Owens,Grade 2,2,7,25.0,50.0,77.33,3,1,True,False,Good
S03045,Eric Downs,Grade 5,5,19,34.29,66.67,74.33,1,1,True,False,Average
S03046,Rebecca Carlson,Grade 4,4,19,20.0,37.5,52.0,4,3,True,False,Failing
S03047,Jason Hill,Grade 1,1,9,12.12,60.0,61.0,1,1,True,False,Average
S03048,Kathy Hernandez,Grade 1,1,7,21.88,50.0,73.0,3,2,True,False,Average
S03049,Sarah Gonzales,Grade 5,5,17,29.03,50.0,63.33,1,3,True,False,Average
S03050,Kim Hill,Grade 3,3,9,18.75,80.0,90.5,2,4,True,False,Excellent
S03051,Frances Hernandez,Grade 5,5,12,31.03,16.67,92.75,5,1,True,False,Excellent
S03052,Bradley Jacobs,Grade 5,5,16,29.03,66.67,55.75,1,4,True,False,Failing
S03053,Thomas Harmon,Grade 5,5,7,17.86,54.55,109.0,5,1,True,False,Excellent
S03054,Brenda Jones,Grade 1,1,13,38.1,50.0,77.0,2,1,True,False,Good
S03055,Tara Buchanan,Grade 4,4,19,25.0,100.0,101.33,0,2,True,False,Excellent
S03056,Brad Jacobs,Grade 5,5,13,24.32,40.0,72.5,1,0,False,False,Average
S03057,Sarah Hodge,Grade 4,4,18,24.24,0.0,49.33,2,2,True,False,Failing
S03058,Julia Morales,Grade 2,2,10,28.12,50.0,87.25,2,1,True,False,Good
S03059,Kelly Taylor,Grade 5,5,20,22.22,40.0,75.67,2,0,False,False,Good
S03060,Toni Williams,Grade 1,1,16,36.0,60.0,73.0,1,1,True,False,Average
S03061,Heidi Cooley,Grade 4,4,18,22.73,50.0,77.0,2,0,False,False,Good
S03062,Audrey Jones,Grade 5,5,16,21.62,50.0,73.67,2,2,True,False,Average
S03063,Thomas Bean,Grade 1,1,9,25.0,80.0,,1,1,True,False,Unknown
S03064,bryan pineda,Grade 2,2,14,29.63,50.0,83.5,0,2,True,False,Good
S03065,Joseph Campbell,Grade 1,1,16,21.88,33.33,85.0,1,2,True,False,Good
S03066,Valerie Fowler,Grade 5,5,9,25.71,42.86,70.33,3,3,True,False,Average
S03067,Haley Hansen,Grade 2,2,17,30.56,66.67,,1,1,True,False,Unknown
S03068,Rebecca Brock,Grade 1,1,17,20.0,20.0,62.5,2,3,True,False,Average
S03069,Michael Lewis,Grade 4,4,10,17.24,66.67,73.8,2,3,True,False,Average
S03070,Nicholas Carpenter,Grade 2,2,19,15.38,33.33,79.2,2,1,True,False,Good
S03071,Jacob Gardner,Grade 5,5,17,28.57,80.0,71.5,1,3,True,False,Average
S03072,Linda Kerr,Grade 1,1,14,23.08,57.14,73.0,1,3,True,False,Average
S03073,Kathy Anderson,Grade 2,2,19,9.38,50.0,67.5,3,1,True,False,Average
S03074,Madison Garcia,Grade 5,5,7,32.26,20.0,84.5,4,2,True,False,Good
S03075,Paul Morris,Grade 3,3,15,22.22,75.0,88.0,0,1,True,False,Good
S03076,Jackson Flores,Grade 4,4,10,30.56,50.0,79.75,1,3,True,False,Good
S03077,Glenn Andrews,Grade 5,5,14,24.0,28.57,73.5,3,1,True,False,Average
S03078,amber lang,Grade 2,2,11,21.74,100.0,75.8,0,3,True,False,Good
S03079,Samuel Hardy,Grade 1,1,11,32.0,14.29,109.0,5,2,True,False,Excellent
S03080,Corey Hernandez,Grade 4,4,17,19.44,66.67,77.6,0,1,True,False,Good
S03081,Andrew Miller,Grade 4,4,18,20.51,20.0,82.25,4,0,False,False,Good
S03082,Jamie Bauer,Grade 4,4,16,20.69,37.5,65.5,4,1,True,False,Average
S03083,John Montes,Grade 3,3,16,12.0,60.0,73.0,1,3,True,False,Average
S03084,Shawn Smith,Grade 4,4,13,20.59,75.0,64.0,1,0,False,False,Average
S03085,Lisa Molina,Grade 5,5,13,13.79,60.0,79.0,1,0,False,False,Good
S03086,Gregory Taylor,Grade 3,3,12,29.03,66.67,,1,2,True,False,Unknown
S03087,Jill King,Grade 4,4,14,32.0,60.0,76.5,0,2,True,False,Good
S03088,Mary Bird,Grade 3,3,9,38.46,50.0,60.0,3,3,True,False,Average
S03089,jonathon price,Grade 1,1,18,14.29,100.0,68.5,0,4,True,False,Average
S03090,Richard Wiley,Grade 5,5,19,32.0,71.43,67.86,1,1,True,False,Average
S03091,Chad Robinson,Grade 3,3,16,18.75,60.0,98.5,2,3,True,False,Excellent
S03092,Rick Mcdonald,Grade 4,4,8,28.57,80.0,70.83,1,4,True,False,Average
S03093,Gail Martinez,Grade 3,3,16,22.58,0.0,58.0,1,1,True,False,Failing
S03094,Stephen Brown,Grade 4,4,12,25.81,75.0,69.0,1,3,True,False,Average
S03095,Cristian Campbell,Grade 2,2,15,31.03,100.0,78.86,0,3,True,False,Good
S03096,Diana Baird,Grade 1,1,15,25.93,0.0,79.75,2,4,True,False,Good
S03097,Jennifer Mitchell,Grade 4,4,7,14.81,42.86,46.5,1,3,True,False,Failing
S03098,Jessica Thompson,Grade 4,4,7,35.0,100.0,73.0,0,2,True,False,Average
S03099,Mark White,Grade 4,4,11,36.0,50.0,85.0,1,0,False,False,Good
S03100,Jose Vincent,Grade 2,2,19,14.29,40.0,47.0,3,4,True,False,Failing
S03101,Melissa Smith,Grade 5,5,19,27.27,25.0,65.0,3,4,True,False,Average
S03102,Sandra Ford,Grade 4,4,11,22.58,33.33,67.33,3,1,True,False,Average
S03103,Andrew Foster,Grade 3,3,8,20.0,71.43,68.2,2,3,True,False,Average
S03104,charles jones,Grade 1,1,10,29.17,57.14,85.8,1,2,True,False,Good
S03105,Randy Lewis,Grade 5,5,12,24.0,50.0,59.0,2,5,True,False,Failing
S03106,Deborah Patton,Grade 3,3,9,20.59,50.0,77.4,4,1,True,False,Good
S03107,Rachel Barker,Grade 5,5,7,20.59,57.14,78.67,2,5,True,False,Good
S03108,Kelly Smith,Grade 5,5,8,26.92,66.67,77.0,2,5,True,False,Good
S03109,Michael Hendricks,Grade 1,1,13,11.11,14.29,63.33,5,3,True,False,Average
S03110,Julie Hill,Grade 5,5,16,25.0,70.0,90.0,2,0,False,False,Excellent
S03111,Sydney Leblanc,Grade 1,1,12,22.22,66.67,60.67,1,1,True,False,Average
S03112,Kaylee Moore,Grade 4,4,9,27.59,16.67,80.33,5,0,False,False,Good
S03113,Cheryl Ramirez,Grade 3,3,14,24.32,33.33,81.75,3,1,True,False,Good
S03114,Mikayla Carter,Grade 3,3,19,24.0,60.0,76.0,1,2,True,False,Good
S03115,Ross Lynn,Grade 2,2,10,31.71,20.0,73.43,3,1,True,False,Average
S03116,Kara Taylor,Grade 5,5,17,33.33,44.44,71.0,3,3,True,False,Average
S03117,Joann Jordan,Grade 3,3,9,29.03,50.0,59.0,2,4,True,False,Failing
S03118,Lauren Webster,Grade 3,3,14,24.24,33.33,68.6,0,2,True,False,Average
S03119,danielle allen,Grade 3,3,7,36.36,75.0,85.0,0,0,False,False,Good
S03120,Sarah Browning,Grade 5,5,17,30.0,40.0,75.14,2,0,False,False,Good
S03121,Aaron Elliott,Grade 4,4,7,18.92,33.33,,2,2,True,False,Unknown
S03122,Katherine Gutierrez,Grade 3,3,16,31.82,75.0,78.0,0,2,True,False,Good
S03123,Robin Snyder,Grade 1,1,14,20.0,60.0,89.67,1,1,True,False,Good
S03124,Roberta Sanchez,Grade 4,4,18,20.0,50.0,73.0,2,3,True,False,Average
S03125,Tyler Valencia,Grade 1,1,14,37.04,40.0,86.0,1,1,True,False,Good
S03126,Joe Dunn,Grade 3,3,15,20.0,50.0,72.75,5,2,True,False,Average
S03127,Tyler Floyd,Grade 5,5,13,20.0,25.0,98.33,4,3,True,False,Excellent
S03128,Allison Villanueva,Grade 4,4,8,15.15,50.0,54.0,2,2,True,False,Failing
S03129,erica watson,Grade 2,2,17,20.0,57.14,77.0,2,4,True,False,Good
S03130,Julie Mills,Grade 4,4,14,34.29,25.0,80.0,3,1,True,False,Good
S03131,Manuel Smith,Grade 2,2,8,22.86,66.67,68.0,0,5,True,False,Average
S03132,Kayla Garza,Grade 1,1,12,31.82,33.33,60.75,1,1,True,False,Average
S03133,Gabriel Brown,Grade 5,5,9,21.74,75.0,71.0,1,3,True,False,Average
S03134,Marissa Howe,Grade 1,1,12,27.03,80.0,74.33,1,3,True,False,Average
S03135,Ryan Santos,Grade 1,1,13,33.33,75.0,52.0,1,2,True,False,Failing
S03136,Deanna Delacruz,Grade 5,5,10,27.78,25.0,71.5,3,2,True,False,Average
S03137,elizabeth young,Grade 1,1,16,20.0,66.67,61.0,2,2,True,False,Average
S03138,Michael Navarro,Grade 5,5,18,33.33,33.33,95.2,2,3,True,False,Excellent
S03139,Tiffany Burns,Grade 4,4,11,22.86,40.0,84.0,2,2,True,False,Good
S03140,Brian Daniels,Grade 2,2,13,28.12,66.67,65.0,1,4,True,False,Average
S03141,Lori Murphy,Grade 2,2,17,31.25,63.64,81.75,4,2,True,False,Good
S03142,Susan Gonzalez,Grade 2,2,8,18.92,25.0,68.0,2,2,True,False,Average
S03143,Bethany West,Grade 1,1,7,31.43,66.67,47.0,1,4,True,False,Failing
S03144,Courtney Alexander,Grade 1,1,16,37.04,0.0,49.67,4,1,True,False,Failing
S03145,Mark Lewis,Grade 1,1,9,9.38,0.0,76.5,3,3,True,False,Good
S03146,Manuel Blake,Grade 3,3,12,11.54,33.33,80.2,4,2,True,False,Good
S03147,Brian Thornton,Grade 1,1,12,10.34,50.0,100.5,2,3,True,False,Excellent
S03148,Amber Taylor,Grade 3,3,7,24.0,50.0,44.0,1,0,False,False,Failing
S03149,Dennis Hampton,Grade 3,3,16,19.05,50.0,65.5,1,4,True,False,Average
S03150,Tina Cooley,Grade 4,4,7,24.0,0.0,49.0,1,1,True,False,Failing
S03151,Sally Yang,Grade 1,1,16,13.89,20.0,94.0,2,3,True,False,Excellent
S03152,Jacqueline Mills,Grade 1,1,12,21.88,66.67,78.0,1,2,True,False,Good
S03153,Cynthia Martin,Grade 2,2,8,16.67,66.67,79.0,1,2,True,False,Good
S03154,Tracy Clark,Grade 5,5,13,21.21,66.67,69.5,0,2,True,False,Average
S03155,Michelle Hansen,Grade 2,2,12,28.57,33.33,74.17,2,5,True,False,Average
S03156,Nathaniel Torres DDS,Grade 1,1,16,41.38,75.0,,1,2,True,False,Unknown
S03157,Anthony Greer,Grade 1,1,12,17.86,42.86,79.0,3,2,True,False,Good
S03158,Joanna Morales,Grade 4,4,19,18.52,50.0,80.5,0,5,True,False,Good
S03159,Jenna Matthews,Grade 5,5,13,24.0,60.0,,1,1,True,False,Unknown
S03160,steven smith,Grade 2,2,18,30.77,0.0,67.0,2,4,True,False,Average
S03161,Joshua Wright,Grade 4,4,9,25.0,75.0,66.5,1,3,True,False,Average
S03162,Angela Medina,Grade 5,5,15,25.0,75.0,80.0,2,0,False,False,Good
S03163,david richardson,Grade 3,3,12,17.24,100.0,89.0,0,1,True,False,Good
S03164,Wendy Horne,Grade 3,3,19,27.27,50.0,75.67,1,2,True,False,Good
S03165,George Brown,Grade 5,5,17,21.74,66.67,62.5,1,0,False,False,Average
S03166,Stacie Campbell,Grade 2,2,13,11.43,25.0,82.67,2,4,True,False,Good
S03167,Jonathan Waters,Grade 5,5,12,24.32,50.0,78.0,1,1,True,False,Good
S03168,Derek Bailey,Grade 1,1,12,29.41,28.57,102.0,2,1,True,False,Excellent
S03169,amanda aguilar,Grade 2,2,14,26.47,100.0,72.75,0,2,True,False,Average
S03170,Gabriel Mcgrath,Grade 3,3,9,26.92,50.0,87.0,1,3,True,False,Good
S03171,Jason Fowler,Grade 1,1,11,29.41,28.57,70.67,3,2,True,False,Average
S03172,Dr. Jack Gonzalez,Grade 3,3,7,13.16,50.0,,3,3,True,False,Unknown
S03173,Jamie Vaughn,Grade 2,2,17,39.29,60.0,49.0,1,2,True,False,Failing
S03174,Danny Johnson,Grade 4,4,20,21.62,60.0,67.2,1,2,True,False,Average
S03175,Angela Harris,Grade 5,5,14,27.5,50.0,76.0,0,2,True,False,Good
S03176,Ronald Boyd DDS,Grade 2,2,13,28.0,0.0,72.17,4,0,False,False,Average
S03177,Tammy Austin,Grade 3,3,10,18.52,66.67,74.25,0,3,True,False,Average
S03178,Jeffrey Velazquez,Grade 3,3,19,19.23,100.0,64.67,0,0,False,False,Average
S03179,Matthew Cox,Grade 5,5,20,17.24,40.0,82.0,3,4,True,False,Good
S03180,Andrew Myers,Grade 2,2,11,27.78,66.67,57.67,1,0,False,False,Failing
S03181,Joseph Greene,Grade 4,4,14,18.6,25.0,85.5,2,2,True,False,Good
S03182,John Henderson,Grade 2,2,13,28.57,50.0,84.0,1,1,True,False,Good
S03183,Raymond Mitchell,Grade 2,2,15,25.71,42.86,65.4,3,3,True,False,Average
S03184,Blake Hill,Grade 3,3,11,23.33,50.0,67.0,5,3,True,False,Average
S03185,Eric Logan,Grade 5,5,16,23.53,0.0,78.6,1,1,True,False,Good
S03186,Jamie Gray,Grade 4,4,12,25.0,50.0,69.5,2,3,True,False,Average
S03187,Michael James,Grade 1,1,16,9.09,66.67,,2,1,True,False,Unknown
S03188,Adam Williams,Grade 1,1,10,25.71,22.22,99.0,6,3,True,False,Excellent
S03189,Elizabeth Chang,Grade 3,3,18,20.0,66.67,66.33,2,3,True,False,Average
S03190,Kimberly Clark,Grade 2,2,7,16.22,40.0,74.0,2,1,True,False,Average
S03191,Deborah Hill,Grade 4,4,17,46.15,33.33,86.33,2,2,True,False,Good
S03192,Phillip Mccall,Grade 3,3,17,15.62,100.0,72.33,0,2,True,False,Average
S03193,alfred flowers,Grade 4,4,18,23.68,16.67,50.33,5,2,True,False,Failing
S03194,Katherine Gutierrez,Grade 2,2,18,30.0,83.33,56.5,0,0,False,False,Failing
S03195,matthew graves,Grade 3,3,11,13.79,66.67,59.5,0,3,True,False,Failing
S03196,George Vazquez,Grade 4,4,7,32.35,60.0,59.0,2,0,False,False,Failing
S03197,Joshua Jenkins,Grade 2,2,12,17.24,66.67,72.33,0,1,True,False,Average
S03198,Daniel Sawyer,Grade 3,3,15,24.32,33.33,58.67,3,3,True,False,Failing
S03199,Christopher Baker,Grade 5,5,17,10.71,50.0,79.0,1,2,True,False,Good
S03200,Doris Jones,Grade 1,1,14,27.27,25.0,76.6,0,1,True,False,Good
S03201,John Lyons,Grade 1,1,9,29.41,70.0,73.0,2,1,True,False,Average
S03202,David Blankenship,Grade 2,2,18,32.26,50.0,65.0,2,3,True,False,Average
S03203,Nathan Garner,Grade 1,1,7,24.14,0.0,67.0,3,2,True,False,Average
S03204,Andrew Buchanan,Grade 2,2,17,36.36,66.67,76.67,0,2,True,False,Good
S03205,Joseph Peters,Grade 3,3,10,23.81,16.67,76.0,3,1,True,False,Good
S03206,Daniel Reynolds,Grade 1,1,8,26.47,66.67,80.0,2,3,True,False,Good
S03207,Robert Williamson,Grade 3,3,9,32.26,38.46,73.67,4,2,True,False,Average
S03208,Justin Becker,Grade 4,4,9,32.43,100.0,47.0,0,5,True,False,Failing
S03209,Jasmine Brady,Grade 4,4,14,26.92,75.0,85.0,1,0,False,False,Good
S03210,Holly Poole,Grade 2,2,11,13.79,100.0,70.75,0,2,True,False,Average
S03211,Debbie Hodge,Grade 2,2,14,31.03,33.33,70.0,3,2,True,False,Average
S03212,Tiffany Hall,Grade 4,4,15,17.24,57.14,69.67,3,0,False,False,Average
S03213,Aaron Lara,Grade 5,5,15,16.67,66.67,69.5,1,0,False,False,Average
S03214,douglas williams,Grade 5,5,17,18.75,40.0,82.4,3,1,True,False,Good
S03215,Dr. Julie Davis,Grade 1,1,17,19.23,33.33,83.5,5,2,True,False,Good
S03216,Robert Phillips,Grade 1,1,16,14.29,33.33,81.0,4,3,True,False,Good
S03217,Diane Nichols,Grade 4,4,16,24.32,66.67,70.0,2,0,False,False,Average
S03218,Mr. Alexander Rosario,Grade 4,4,10,25.71,0.0,75.0,5,0,False,False,Good
S03219,Kim Miles,Grade 1,1,11,25.0,66.67,70.5,0,3,True,False,Average
S03220,Steve Henderson,Grade 5,5,12,18.18,50.0,75.25,6,2,True,False,Good
S03221,jamie hester,Grade 4,4,12,12.82,42.86,84.33,4,4,True,False,Good
S03222,Tracy Hobbs,Grade 2,2,18,25.0,0.0,105.75,1,1,True,False,Excellent
S03223,Julia Garrett,Grade 2,2,12,28.12,40.0,52.0,2,1,True,False,Failing
S03224,gregory evans,Grade 4,4,12,23.68,100.0,75.0,0,1,True,False,Good
S03225,Lauren Rhodes,Grade 1,1,8,25.0,66.67,72.0,2,2,True,False,Average
S03226,Jack Johnson,Grade 5,5,13,38.71,25.0,80.5,2,2,True,False,Good
S03227,Kathy Chaney,Grade 1,1,9,33.33,40.0,,2,2,True,False,Unknown
S03228,Mary Carter,Grade 4,4,13,23.08,71.43,87.0,1,4,True,False,Good
S03229,Kathryn Gonzalez,Grade 1,1,11,23.08,25.0,81.33,3,5,True,False,Good
S03230,Zachary Moore,Grade 4,4,13,33.33,50.0,78.25,1,3,True,False,Good
S03231,Teresa Harrell,Grade 5,5,9,20.83,11.11,60.0,5,1,True,False,Average
S03232,Adriana Silva,Grade 5,5,11,28.57,75.0,89.0,1,2,True,False,Good
S03233,Whitney Lopez,Grade 4,4,14,22.58,33.33,82.25,4,4,True,False,Good
S03234,Janice Mcgee,Grade 2,2,9,12.5,0.0,81.88,2,1,True,False,Good
S03235,Dana Brooks,Grade 3,3,19,27.27,100.0,76.0,0,2,True,False,Good
S03236,Gabriel Frye,Grade 3,3,13,29.17,60.0,75.67,0,0,False,False,Good
S03237,Zachary Tanner,Grade 3,3,16,26.67,28.57,86.83,3,2,True,False,Good
S03238,michelle osborne,Grade 3,3,13,29.63,50.0,63.75,1,2,True,False,Average
S03239,Joseph James,Grade 2,2,18,33.33,33.33,110.0,2,2,True,False,Excellent
S03240,Chelsey Short,Grade 2,2,17,21.88,80.0,81.33,1,2,True,False,Good
S03241,Tiffany Brown,Grade 5,5,17,35.71,50.0,72.67,1,1,True,False,Average
S03242,Mary Andrews,Grade 5,5,13,33.33,44.44,69.33,3,2,True,False,Average
S03243,Jason West,Grade 4,4,11,11.76,50.0,65.0,0,1,True,False,Average
S03244,Terri Willis,Grade 1,1,11,21.21,50.0,41.5,3,4,True,False,Failing
S03245,Jason Jenkins,Grade 1,1,18,26.67,50.0,68.5,1,1,True,False,Average
S03246,Pamela Schmidt,Grade 3,3,12,42.11,33.33,83.0,1,1,True,False,Good
S03247,Tammie Hopkins,Grade 3,3,8,28.0,20.0,56.5,2,3,True,False,Failing
S03248,susan griffith,Grade 5,5,14,25.0,50.0,49.5,2,2,True,False,Failing
S03249,Daniel Rush,Grade 2,2,19,25.0,50.0,70.0,2,1,True,False,Average
S03250,Ashley Olsen,Grade 1,1,11,7.69,50.0,74.0,2,1,True,False,Average
S03251,Anna Maldonado,Grade 2,2,19,12.0,0.0,58.0,0,2,True,False,Failing
S03252,Jennifer Garner,Grade 3,3,11,26.32,50.0,84.25,0,1,True,False,Good
S03253,Denise Wagner,Grade 2,2,13,15.62,33.33,,0,5,True,False,Unknown
S03254,andrew bailey,Grade 1,1,16,19.23,66.67,102.0,3,3,True,False,Excellent
S03255,Janet Mitchell,Grade 5,5,9,30.3,50.0,47.0,2,0,False,False,Failing
S03256,Brittany Peterson,Grade 2,2,19,23.33,60.0,64.33,2,1,True,False,Average
S03257,Lindsey Lee,Grade 2,2,9,33.33,25.0,92.0,1,1,True,False,Excellent
S03258,Nicholas Young,Grade 1,1,11,26.09,25.0,75.0,2,3,True,False,Good
S03259,Cynthia Walker,Grade 4,4,10,32.0,66.67,76.0,1,0,False,False,Good
S03260,bryan butler,Grade 4,4,14,34.21,60.0,72.67,1,2,True,False,Average
S03261,Robert Sullivan,Grade 4,4,11,18.42,60.0,83.4,1,4,True,False,Good
S03262,Janice Jones,Grade 5,5,11,24.24,33.33,89.0,3,2,True,False,Good
S03263,Amy Andrade,Grade 1,1,18,29.63,66.67,89.67,1,3,True,False,Good
S03264,Robert Scott,Grade 5,5,18,24.24,57.14,82.0,2,0,False,False,Good
S03265,Andrew Lopez,Grade 1,1,10,33.33,50.0,80.0,0,3,True,False,Good
S03266,Stephen Wilson,Grade 1,1,19,36.36,50.0,,3,2,True,False,Unknown
S03267,Monica Smith,Grade 1,1,8,18.52,100.0,72.75,0,3,True,False,Average
S03268,Erica Zuniga,Grade 4,4,11,20.51,60.0,84.0,2,3,True,False,Good
S03269,Ashley May,Grade 1,1,17,8.33,37.5,82.25,3,3,True,False,Good
S03270,Rebecca Weaver,Grade 1,1,18,27.59,25.0,75.5,6,1,True,False,Good
S03271,Miguel Wade,Grade 4,4,19,24.14,30.0,73.25,5,3,True,False,Average
S03272,Ashley Johnson,Grade 2,2,14,23.53,50.0,59.0,1,4,True,False,Failing
S03273,terry matthews,Grade 2,2,18,31.43,37.5,50.0,4,3,True,False,Failing
S03274,Caitlin Thompson,Grade 3,3,8,21.74,100.0,83.5,0,2,True,False,Good
S03275,Holly Dennis,Grade 2,2,7,34.62,20.0,91.0,3,0,False,False,Excellent
S03276,Dustin Wells,Grade 4,4,7,14.29,33.33,,2,1,True,False,Unknown
S03277,Ana Wong,Grade 3,3,14,31.58,57.14,103.5,1,3,True,False,Excellent
S03278,Alex Chen,Grade 1,1,11,21.74,0.0,71.0,6,0,False,False,Average
S03279,Amy Hodges,Grade 4,4,19,17.86,60.0,63.67,0,1,True,False,Average
S03280,Laura Rodriguez,Grade 4,4,12,23.53,25.0,75.5,1,2,True,False,Good
S03281,Matthew Conner,Grade 4,4,18,31.25,85.71,80.33,1,4,True,False,Good
S03282,Roberta Mills,Grade 3,3,17,21.74,75.0,78.0,1,3,True,False,Good
S03283,Edward Jacobson,Grade 5,5,19,17.39,25.0,60.67,4,1,True,False,Average
S03284,Michelle Wright,Grade 4,4,7,30.56,16.67,99.0,4,5,True,False,Excellent
S03285,Mrs. Emily Evans,Grade 5,5,8,24.0,57.14,93.14,1,0,False,False,Excellent
S03286,Natalie Kennedy,Grade 4,4,16,20.0,66.67,60.75,1,2,True,False,Average
S03287,Julia Jones,Grade 4,4,19,23.33,0.0,62.0,3,2,True,False,Average
S03288,Michelle Kelley,Grade 5,5,14,13.51,50.0,90.0,4,0,False,False,Excellent
S03289,Mr. Alejandro Gross Jr.,Grade 3,3,14,27.03,33.33,58.0,2,2,True,False,Failing
S03290,Laurie Miller,Grade 4,4,9,21.05,77.78,72.33,2,7,True,False,Average
S03291,James Brown,Grade 2,2,19,21.43,50.0,68.4,1,2,True,False,Average
S03292,Richard Quinn,Grade 2,2,16,30.43,50.0,68.33,3,4,True,False,Average
S03293,Karina Higgins,Grade 4,4,11,23.91,100.0,94.0,0,1,True,False,Excellent
S03294,Jonathan Horne,Grade 5,5,17,43.75,50.0,71.33,2,2,True,False,Average
S03295,Matthew Burns,Grade 4,4,19,22.73,50.0,70.0,1,3,True,False,Average
S03296,alicia guzman,Grade 4,4,11,31.25,20.0,62.0,3,1,True,False,Average
S03297,Kevin Kennedy,Grade 5,5,10,37.84,50.0,75.5,2,2,True,False,Good
S03298,Judy Sullivan,Grade 5,5,18,29.41,33.33,87.67,0,1,True,False,Good
